slot,entry_date,exit_date,entry_spx,exit_spx,entry_vix,entry_premium,exit_premium,dte_at_entry,dte_at_exit,exit_reason,contracts,pnl
49,2007-01-03,2007-02-02,1416.5999755859375,1448.3900146484375,12.039999961853027,8.713751492430731,0.6299428068823119,49,28,profit_target,1.0,808.380868554842
49,2007-01-10,2007-02-07,1414.8499755859375,1450.02001953125,11.470000267028809,8.280135531346502,0.8201495335658606,49,30,profit_target,1.0,745.9985997780642
49,2007-01-18,2007-02-22,1426.3699951171875,1456.3800048828125,10.850000381469727,7.859022277852091,0.7735329653855771,49,25,profit_target,1.0,708.5489312466514
49,2007-01-25,2007-03-07,1423.9000244140625,1391.969970703125,11.220000267028809,7.944111243873067,16.27347416471048,49,21,ladder_exit,1.0,-832.9362920837411
49,2007-02-02,2007-03-15,1448.3900146484375,1392.280029296875,10.079999923706055,7.371089231710869,32.56602919281352,49,21,ladder_exit,1.0,-2519.4939961102646
49,2007-02-09,2007-03-22,1438.06005859375,1434.5400390625,11.100000381469727,8.082582776869117,5.603144718943952,49,21,ladder_exit,1.0,247.9438057925165
49,2007-02-22,2007-04-03,1456.3800048828125,1437.77001953125,10.180000305175781,7.42859067104223,11.130347393126044,49,21,ladder_exit,1.0,-370.17567220838146
49,2007-03-23,2007-04-20,1436.1099853515625,1484.3499755859375,12.949999809265137,9.40856032434857,0.7936983635250741,49,30,profit_target,1.0,861.4861960823497
49,2007-04-03,2007-04-26,1437.77001953125,1494.25,13.460000038146973,9.766438720452072,0.9123019654343238,49,33,profit_target,1.0,885.4136755017748
49,2007-04-11,2007-05-03,1438.8699951171875,1502.3900146484375,13.489999771118164,9.814826762037967,0.8080578807219396,49,33,profit_target,1.0,900.6768881316027
49,2007-04-18,2007-05-22,1472.5,1524.1199951171875,12.420000076293945,9.3165825920197,0.8372684510966479,49,25,profit_target,1.0,847.9314140923052
49,2007-04-25,2007-06-01,1495.4200439453125,1536.3399658203125,13.210000038146973,10.037504557722173,0.814295498666354,49,23,profit_target,1.0,922.3209059055819
49,2007-05-02,2007-06-12,1495.9200439453125,1493.0,13.079999923706055,9.912135956945178,8.039975589151538,49,21,ladder_exit,1.0,187.216036779364
49,2007-05-09,2007-06-19,1512.5799560546875,1533.699951171875,12.880000114440918,9.855611977305841,1.6814289334719774,49,21,ladder_exit,1.0,817.4183043833864
49,2007-05-22,2007-07-02,1524.1199951171875,1519.4300537109375,13.0600004196167,10.030138876520425,6.97211716630585,49,21,ladder_exit,1.0,305.8021710214575
49,2007-06-01,2007-07-12,1536.3399658203125,1547.699951171875,12.779999732971191,9.845295821278,4.830103267421691,49,21,ladder_exit,1.0,501.5192553856309
49,2007-06-13,2007-07-24,1515.6700439453125,1511.0400390625,14.729999542236328,11.402650168551531,9.064162328970838,49,21,ladder_exit,1.0,233.84878395806936
49,2007-06-21,2007-08-01,1522.18994140625,1465.81005859375,14.210000038146973,11.071472259658606,34.41214536359371,49,21,ladder_exit,1.0,-2334.0673103935105
49,2007-07-03,2007-08-13,1524.8699951171875,1452.9200439453125,14.920000076293945,11.654657270624057,44.76701808680332,49,21,ladder_exit,1.0,-3311.236081617926
49,2007-07-12,2007-08-21,1547.699951171875,1447.1199951171875,15.539999961853027,12.177934561377867,55.70791304164652,49,21,ladder_exit,1.0,-4352.9978480268655
49,2007-09-18,2007-10-26,1519.780029296875,1535.280029296875,20.350000381469727,16.045528662436254,3.417097569292565,49,21,ladder_exit,1.0,1262.843109314369
49,2007-09-25,2007-11-02,1517.2099609375,1509.6500244140625,18.600000381469727,14.392832478538878,10.896373843986737,49,21,ladder_exit,1.0,349.6458634552141
49,2007-10-02,2007-11-09,1546.6300048828125,1453.699951171875,18.489999771118164,14.50950781159787,48.65122052166919,49,21,ladder_exit,1.0,-3414.1712710071315
49,2007-10-09,2007-11-16,1565.1500244140625,1458.739990234375,16.1200008392334,12.856862769760312,57.846776843291536,49,21,ladder_exit,1.0,-4498.991407353123
49,2007-10-23,2007-12-03,1519.5899658203125,1472.4200439453125,20.40999984741211,15.971526397847583,19.0541170907959,49,21,ladder_exit,1.0,-308.25906929483153
49,2007-12-26,2008-02-06,1497.6600341796875,1326.449951171875,18.65999984741211,14.199808628182609,98.05217239691103,49,21,ladder_exit,1.0,-8385.236376872843
49,2008-04-01,2008-05-02,1370.1800537109375,1413.9000244140625,22.68000030517578,16.05351823119048,1.0529477387395616,49,26,profit_target,1.0,1500.057049245092
49,2008-04-08,2008-05-02,1365.5400390625,1413.9000244140625,22.360000610351562,15.760303869731274,1.4826996440540299,49,31,profit_target,1.0,1427.7604225677244
49,2008-04-16,2008-05-15,1364.7099609375,1423.5699462890625,20.530000686645508,14.420947828950034,0.5665200809357565,49,28,profit_target,1.0,1385.4427748014277
49,2008-04-23,2008-05-16,1379.9300537109375,1425.3499755859375,20.260000228881836,14.282002834380762,1.3904851679044299,49,32,profit_target,1.0,1289.1517666476332
49,2008-05-02,2008-06-12,1413.9000244140625,1339.8699951171875,18.18000030517578,13.02935660492642,32.08708938051109,49,21,ladder_exit,1.0,-1905.7732775584668
49,2008-05-09,2008-06-19,1388.280029296875,1342.8299560546875,19.40999984741211,13.840563021032835,16.75658577440089,49,21,ladder_exit,1.0,-291.6022753368054
49,2008-05-16,2008-06-26,1425.3499755859375,1283.1500244140625,16.469999313354492,11.925478581456389,79.80151016158811,49,21,ladder_exit,1.0,-6787.603158013172
49,2008-05-27,2008-07-07,1385.3499755859375,1252.31005859375,19.639999389648438,13.928329510247352,65.78086477357681,49,21,ladder_exit,1.0,-5185.2535263329455
49,2008-08-28,2008-10-07,1300.6800537109375,996.22998046875,19.43000030517578,12.895692280791138,232.28034526565204,49,22,stop_loss,1.0,-21938.46529848609
49,2008-12-31,2009-02-11,903.25,833.739990234375,40.0,19.19492109895549,24.814848727016738,49,21,ladder_exit,1.0,-561.9927628061248
