date,vix,ivp_126,ivp_252,ivp_504,prod_block,alt6m_block,alt2y_block
2007-01-03,12.039999961853027,56.34920634920635,50.39682539682539,41.66666666666667,0,1,0
2007-01-04,11.510000228881836,38.88888888888889,29.365079365079367,24.404761904761905,0,0,0
2007-01-05,12.140000343322754,59.523809523809526,51.98412698412699,44.24603174603175,0,1,0
2007-01-08,12.0,57.14285714285714,49.2063492063492,41.07142857142857,0,1,0
2007-01-09,11.90999984741211,53.17460317460318,43.65079365079365,37.5,0,0,0
2007-01-10,11.470000267028809,38.88888888888889,27.380952380952383,23.41269841269841,0,0,0
2007-01-11,10.869999885559082,22.22222222222222,11.904761904761903,9.325396825396826,0,0,0
2007-01-12,10.149999618530273,4.761904761904762,2.380952380952381,1.1904761904761905,0,0,0
2007-01-16,10.739999771118164,17.46031746031746,8.73015873015873,6.746031746031746,0,0,0
2007-01-17,10.59000015258789,11.904761904761903,5.952380952380952,4.761904761904762,0,0,0
2007-01-18,10.850000381469727,23.809523809523807,12.3015873015873,9.523809523809524,0,0,0
2007-01-19,10.399999618530273,9.523809523809524,4.761904761904762,3.373015873015873,0,0,0
2007-01-22,10.770000457763672,21.428571428571427,11.11111111111111,7.936507936507936,0,0,0
2007-01-23,10.34000015258789,9.523809523809524,4.761904761904762,3.1746031746031744,0,0,0
2007-01-24,9.890000343322754,0.0,0.0,0.0,0,0,0
2007-01-25,11.220000267028809,39.682539682539684,22.61904761904762,19.047619047619047,0,0,0
2007-01-26,11.130000114440918,36.507936507936506,19.047619047619047,15.873015873015872,0,0,0
2007-01-29,11.449999809265137,47.61904761904761,28.57142857142857,24.6031746031746,0,0,0
2007-01-30,10.960000038146973,30.952380952380953,16.26984126984127,12.3015873015873,0,0,0
2007-01-31,10.420000076293945,11.904761904761903,5.952380952380952,3.968253968253968,0,0,0
2007-02-01,10.3100004196167,9.523809523809524,4.761904761904762,2.976190476190476,0,0,0
2007-02-02,10.079999923706055,4.761904761904762,2.380952380952381,1.1904761904761905,0,0,0
2007-02-05,10.550000190734863,15.873015873015872,7.936507936507936,5.753968253968254,0,0,0
2007-02-06,10.649999618530273,20.634920634920633,10.317460317460316,7.142857142857142,0,0,0
2007-02-07,10.319999694824219,11.904761904761903,5.952380952380952,3.571428571428571,0,0,0
2007-02-08,10.4399995803833,15.079365079365079,7.5396825396825395,4.761904761904762,0,0,0
2007-02-09,11.100000381469727,42.06349206349206,21.825396825396826,16.46825396825397,0,0,0
2007-02-12,11.609999656677246,62.698412698412696,40.476190476190474,33.13492063492063,0,1,0
2007-02-13,10.34000015258789,12.698412698412698,6.349206349206349,3.968253968253968,0,0,0
2007-02-14,10.229999542236328,8.73015873015873,4.365079365079365,2.1825396825396823,0,0,0
2007-02-15,10.220000267028809,8.73015873015873,4.365079365079365,2.1825396825396823,0,0,0
2007-02-16,10.020000457763672,3.1746031746031744,1.5873015873015872,0.7936507936507936,0,0,0
2007-02-20,10.239999771118164,11.11111111111111,5.555555555555555,2.976190476190476,0,0,0
2007-02-21,10.199999809265137,9.523809523809524,4.761904761904762,2.380952380952381,0,0,0
2007-02-22,10.180000305175781,8.73015873015873,4.365079365079365,2.1825396825396823,0,0,0
2007-02-23,10.579999923706055,24.6031746031746,12.3015873015873,7.936507936507936,0,0,0
2007-02-26,11.149999618530273,50.79365079365079,26.984126984126984,20.03968253968254,0,0,0
2007-02-27,18.309999465942383,100.0,97.61904761904762,98.80952380952381,1,1,1
2007-02-28,15.420000076293945,99.20634920634922,86.11111111111111,90.27777777777779,1,1,1
2007-03-01,15.819999694824219,99.20634920634922,88.09523809523809,91.86507936507937,1,1,1
2007-03-02,18.610000610351562,100.0,98.01587301587301,99.0079365079365,1,1,1
2007-03-05,19.6299991607666,100.0,98.80952380952381,99.40476190476191,1,1,1
2007-03-06,15.960000038146973,97.61904761904762,88.4920634920635,92.06349206349206,1,1,1
2007-03-07,15.239999771118164,95.23809523809523,84.12698412698413,88.4920634920635,1,1,1
2007-03-08,14.289999961853027,94.44444444444444,76.5873015873016,80.35714285714286,1,1,1
2007-03-09,14.09000015258789,93.65079365079364,74.60317460317461,78.37301587301587,1,1,1
2007-03-12,13.989999771118164,92.85714285714286,73.80952380952381,77.38095238095238,1,1,1
2007-03-13,18.1299991607666,97.61904761904762,96.03174603174604,98.01587301587301,1,1,1
2007-03-14,17.270000457763672,96.82539682539682,91.66666666666666,95.63492063492063,1,1,1
2007-03-15,16.43000030517578,96.03174603174604,88.88888888888889,93.45238095238095,1,1,1
2007-03-16,16.790000915527344,96.03174603174604,90.07936507936508,94.44444444444444,1,1,1
2007-03-19,14.59000015258789,91.26984126984127,78.57142857142857,83.13492063492063,1,1,1
2007-03-20,13.270000457763672,88.09523809523809,68.65079365079364,68.45238095238095,1,1,1
2007-03-21,12.1899995803833,82.53968253968253,55.952380952380956,48.80952380952381,1,1,0
2007-03-22,12.930000305175781,87.3015873015873,65.47619047619048,63.29365079365079,1,1,1
2007-03-23,12.949999809265137,87.3015873015873,65.47619047619048,63.888888888888886,1,1,1
2007-03-26,13.15999984741211,87.3015873015873,67.85714285714286,67.85714285714286,1,1,1
2007-03-27,13.479999542236328,88.09523809523809,69.44444444444444,72.02380952380952,1,1,1
2007-03-28,14.979999542236328,91.26984126984127,80.15873015873017,86.30952380952381,1,1,1
2007-03-29,15.140000343322754,91.26984126984127,80.95238095238095,86.90476190476191,1,1,1
2007-03-30,14.640000343322754,89.68253968253968,78.17460317460318,83.53174603174604,1,1,1
2007-04-02,14.529999732971191,88.09523809523809,76.98412698412699,81.15079365079364,1,1,1
2007-04-03,13.460000038146973,84.12698412698413,67.46031746031747,71.82539682539682,1,1,1
2007-04-04,13.239999771118164,82.53968253968253,65.87301587301587,69.04761904761905,1,1,1
2007-04-05,13.229999542236328,81.74603174603175,65.47619047619048,68.84920634920636,1,1,1
2007-04-09,13.140000343322754,80.15873015873017,63.888888888888886,67.06349206349206,1,1,1
